trial_id,query_id,split,source_pair,choice,binary_label_a_wins,included_binary,exclusion_reason,same_artist_candidate_flag,config_sha256,trial_keys_sha256,canonical_labels_sha256,clap_cosine_a,clap_cosine_b,delta_clap,clap_embedding_sha256,mert_cosine_a,mert_cosine_b,delta_mert,mert_embedding_sha256,muq_cosine_a,muq_cosine_b,delta_muq,muq_embedding_sha256
s2b_005b3aac3f7c6e8c07ef3bd2,87190,TRAIN,laion_clap__vs__muq_mulan_large,B,0,True,,False,9c3bf274cbea6bc8bdc891c51d0e04289bfb0dc3712aad151d530ef65f9114c5,375f1533d6c1d02edc0ba14b999f32b81709ffdb4a845bd61b5b4283d8ebfc66,626ce604a265046829ca1ab690e9196af24c08eebf0467874c61aa1d2efc4019,0.71649456024169922,0.84132802486419678,-0.12483346462249756,40dd8ca0bb1883cce1af02081b36364160ce90be20dca0167c69c18f8e26471b,0.96220993995666504,0.96898019313812256,-0.0067702531814575195,54289f762dca1a8371dc8b72249ababba2eb6476c21b15f3da1e18a6fa56f4b4,0.88721883296966553,0.80059278011322021,0.086626052856445312,12cc654e75efc373aca75d10ea73b192c579ea1ec09bbe85f007b74f9dac33ba
s2b_00f3bdc43fe1e2a240aed3e3,120770,TEST,laion_clap__vs__mert_5120,B,0,True,,False,9c3bf274cbea6bc8bdc891c51d0e04289bfb0dc3712aad151d530ef65f9114c5,375f1533d6c1d02edc0ba14b999f32b81709ffdb4a845bd61b5b4283d8ebfc66,626ce604a265046829ca1ab690e9196af24c08eebf0467874c61aa1d2efc4019,0.84391611814498901,0.76952546834945679,0.074390649795532227,40dd8ca0bb1883cce1af02081b36364160ce90be20dca0167c69c18f8e26471b,0.92860949039459229,0.98272699117660522,-0.054117500782012939,54289f762dca1a8371dc8b72249ababba2eb6476c21b15f3da1e18a6fa56f4b4,0.53928613662719727,0.6643984317779541,-0.12511229515075684,12cc654e75efc373aca75d10ea73b192c579ea1ec09bbe85f007b74f9dac33ba
s2b_0176ae545cd8090712b2650d,20364,TEST,laion_clap__vs__muq_mulan_large,Tie,,False,tie,False,9c3bf274cbea6bc8bdc891c51d0e04289bfb0dc3712aad151d530ef65f9114c5,375f1533d6c1d02edc0ba14b999f32b81709ffdb4a845bd61b5b4283d8ebfc66,626ce604a265046829ca1ab690e9196af24c08eebf0467874c61aa1d2efc4019,0.85447388887405396,0.69221597909927368,0.16225790977478027,40dd8ca0bb1883cce1af02081b36364160ce90be20dca0167c69c18f8e26471b,0.91782259941101074,0.91359472274780273,0.0042278766632080078,54289f762dca1a8371dc8b72249ababba2eb6476c21b15f3da1e18a6fa56f4b4,0.62260341644287109,0.90940994024276733,-0.28680652379989624,12cc654e75efc373aca75d10ea73b192c579ea1ec09bbe85f007b74f9dac33ba
s2b_01da24fe37f3266072f0384a,114223,TRAIN,mert_5120__vs__muq_mulan_large,B,0,True,,True,9c3bf274cbea6bc8bdc891c51d0e04289bfb0dc3712aad151d530ef65f9114c5,375f1533d6c1d02edc0ba14b999f32b81709ffdb4a845bd61b5b4283d8ebfc66,626ce604a265046829ca1ab690e9196af24c08eebf0467874c61aa1d2efc4019,0.87787353992462158,0.89951241016387939,-0.021638870239257812,40dd8ca0bb1883cce1af02081b36364160ce90be20dca0167c69c18f8e26471b,0.94413554668426514,0.97044825553894043,-0.026312708854675293,54289f762dca1a8371dc8b72249ababba2eb6476c21b15f3da1e18a6fa56f4b4,0.87364006042480469,0.67236971855163574,0.20127034187316895,12cc654e75efc373aca75d10ea73b192c579ea1ec09bbe85f007b74f9dac33ba
s2b_0261c466352d38c0aefd7c22,107249,TEST,laion_clap__vs__muq_mulan_large,B,0,True,,True,9c3bf274cbea6bc8bdc891c51d0e04289bfb0dc3712aad151d530ef65f9114c5,375f1533d6c1d02edc0ba14b999f32b81709ffdb4a845bd61b5b4283d8ebfc66,626ce604a265046829ca1ab690e9196af24c08eebf0467874c61aa1d2efc4019,0.62195205688476562,0.88669109344482422,-0.26473903656005859,40dd8ca0bb1883cce1af02081b36364160ce90be20dca0167c69c18f8e26471b,0.9484676718711853,0.9836655855178833,-0.035197913646697998,54289f762dca1a8371dc8b72249ababba2eb6476c21b15f3da1e18a6fa56f4b4,0.86458849906921387,0.64777243137359619,0.21681606769561768,12cc654e75efc373aca75d10ea73b192c579ea1ec09bbe85f007b74f9dac33ba
s2b_031e4b4f3683ac39c7524e2c,114223,TRAIN,mert_5120__vs__muq_mulan_large,A,1,True,,True,9c3bf274cbea6bc8bdc891c51d0e04289bfb0dc3712aad151d530ef65f9114c5,375f1533d6c1d02edc0ba14b999f32b81709ffdb4a845bd61b5b4283d8ebfc66,626ce604a265046829ca1ab690e9196af24c08eebf0467874c61aa1d2efc4019,0.89951241016387939,0.79504859447479248,0.10446381568908691,40dd8ca0bb1883cce1af02081b36364160ce90be20dca0167c69c18f8e26471b,0.97044825553894043,0.93652564287185669,0.03392261266708374,54289f762dca1a8371dc8b72249ababba2eb6476c21b15f3da1e18a6fa56f4b4,0.67236971855163574,0.80965590476989746,-0.13728618621826172,12cc654e75efc373aca75d10ea73b192c579ea1ec09bbe85f007b74f9dac33ba
s2b_040fabb99b22a6a3f3bb1aa6,38896,VALIDATION,laion_clap__vs__muq_mulan_large,B,0,True,,True,9c3bf274cbea6bc8bdc891c51d0e04289bfb0dc3712aad151d530ef65f9114c5,375f1533d6c1d02edc0ba14b999f32b81709ffdb4a845bd61b5b4283d8ebfc66,626ce604a265046829ca1ab690e9196af24c08eebf0467874c61aa1d2efc4019,0.79663646221160889,0.86215686798095703,-0.065520405769348145,40dd8ca0bb1883cce1af02081b36364160ce90be20dca0167c69c18f8e26471b,0.90718835592269897,0.95080357789993286,-0.043615221977233887,54289f762dca1a8371dc8b72249ababba2eb6476c21b15f3da1e18a6fa56f4b4,0.96007204055786133,0.84777957201004028,0.11229246854782104,12cc654e75efc373aca75d10ea73b192c579ea1ec09bbe85f007b74f9dac33ba
s2b_04761110c9313a75884dbf11,106277,TEST,mert_5120__vs__muq_mulan_large,Tie,,False,tie,False,9c3bf274cbea6bc8bdc891c51d0e04289bfb0dc3712aad151d530ef65f9114c5,375f1533d6c1d02edc0ba14b999f32b81709ffdb4a845bd61b5b4283d8ebfc66,626ce604a265046829ca1ab690e9196af24c08eebf0467874c61aa1d2efc4019,0.78435719013214111,0.70552897453308105,0.078828215599060059,40dd8ca0bb1883cce1af02081b36364160ce90be20dca0167c69c18f8e26471b,0.95520943403244019,0.97557342052459717,-0.020363986492156982,54289f762dca1a8371dc8b72249ababba2eb6476c21b15f3da1e18a6fa56f4b4,0.90547943115234375,0.70096457004547119,0.20451486110687256,12cc654e75efc373aca75d10ea73b192c579ea1ec09bbe85f007b74f9dac33ba
s2b_05f7ba1ff5a628ba37509847,48442,TEST,laion_clap__vs__muq_mulan_large,A,1,True,,False,9c3bf274cbea6bc8bdc891c51d0e04289bfb0dc3712aad151d530ef65f9114c5,375f1533d6c1d02edc0ba14b999f32b81709ffdb4a845bd61b5b4283d8ebfc66,626ce604a265046829ca1ab690e9196af24c08eebf0467874c61aa1d2efc4019,0.84154820442199707,0.65942800045013428,0.18212020397186279,40dd8ca0bb1883cce1af02081b36364160ce90be20dca0167c69c18f8e26471b,0.9386410117149353,0.92577117681503296,0.012869834899902344,54289f762dca1a8371dc8b72249ababba2eb6476c21b15f3da1e18a6fa56f4b4,0.79619723558425903,0.92339020967483521,-0.12719297409057617,12cc654e75efc373aca75d10ea73b192c579ea1ec09bbe85f007b74f9dac33ba
s2b_065cd8e0210ff61667682e70,115700,TRAIN,laion_clap__vs__muq_mulan_large,B,0,True,,False,9c3bf274cbea6bc8bdc891c51d0e04289bfb0dc3712aad151d530ef65f9114c5,375f1533d6c1d02edc0ba14b999f32b81709ffdb4a845bd61b5b4283d8ebfc66,626ce604a265046829ca1ab690e9196af24c08eebf0467874c61aa1d2efc4019,0.47719854116439819,0.68469935655593872,-0.20750081539154053,40dd8ca0bb1883cce1af02081b36364160ce90be20dca0167c69c18f8e26471b,0.8785783052444458,0.83276796340942383,0.045810341835021973,54289f762dca1a8371dc8b72249ababba2eb6476c21b15f3da1e18a6fa56f4b4,0.94870316982269287,0.85852795839309692,0.090175211429595947,12cc654e75efc373aca75d10ea73b192c579ea1ec09bbe85f007b74f9dac33ba
